フレックスコミックス,1冊
集英社,882冊
フューチャーコミックス,5冊
リイド社,29冊
スクリーモ,1冊
復刊ドットコム,2冊
エンジェル出版,46冊
翔泳社,9冊
マッグガーデン,30冊
太田出版,19冊
早川書房,1冊
ジーウォーク,10冊
WINGSプロジェクト,1冊
クロエ出版/大洋図書,4冊
幻冬舎コミックス,25冊
KADOKAWA / 富士見書房,3冊
角川アスキー総合研究所,2冊
MAX／大洋図書,4冊
Oxford University Press,2冊
サン出版,7冊
手塚プロダクション,9冊
メディアックス,1冊
ＴＭＥプラス,2冊
ヒーローズ,25冊
富士美出版株式会社,13冊
eternal,2冊
かんき出版,2冊
英治出版,1冊
カゲキヤ出版,8冊
キリブックス,5冊
青林堂ビジュアル,1冊
竹書房,124冊
ナンバーナイン,1冊
エブリスタ,3冊
WINGSプロジェクト,1冊
早川書房,1冊
イースト・プレス,6冊
ナンバーナイン,1冊
マッグガーデン,30冊
クロエ出版/大洋図書,4冊
日経BP,4冊
カゲキヤ出版,8冊
竹書房,124冊
若生出版,16冊
ジーウォーク,10冊
松文館,6冊
講談社,1024冊
フレックスコミックス,1冊
学研プラス,12冊
すばる舎,2冊
グループ・ゼロ,7冊
青林堂ビジュアル,1冊
幻冬舎コミックス,25冊
MAX/大洋図書,1冊
,9冊
双葉社,212冊
ジーオーティー,15冊
太田出版,19冊
DeNA,2冊
三和出版,16冊
パンローリング株式会社,1冊
ゴマブックス株式会社,7冊
朝日新聞出版,7冊
小学館クリエイティブ,1冊
MAX／大洋図書,4冊
オークス,1冊
東村ジャパン,5冊
KADOKAWA,356冊
キルタイムコミュニケーション,3冊
エンジェル出版,46冊
秋田書店,395冊
技術評論社,2冊
茜新社,9冊
楽楽出版,5冊
芳文社,91冊
フューチャーコミックス,5冊
アース・スター エンターテイメント,5冊
キリブックス,5冊
インプレス,2冊
ワニマガジン社,151冊
かんき出版,2冊
大洋図書,2冊
日本文芸社,87冊
ヒーローズ,25冊
ワニブックス,5冊
CCCメディアハウス,1冊
集英社,882冊
少年画報社,36冊
スクウェア・エニックス,71冊
リイド社,29冊
クリエイティブエンタテインメント,1冊
ぶんか社,7冊
佐藤漫画製作所,17冊
エブリスタ,3冊
ビーグリー,1冊
KADOKAWA / 富士見書房,3冊
クリーク・アンド・リバー社,2冊
株式会社メディアソフト,1冊
たかだ書房,1冊
ISSUISHA,2冊
扶桑社,4冊
日経BP社,3冊
角川アスキー総合研究所,2冊
-------,12冊
PHP研究所,1冊
フランス書院,1冊
実業之日本社,10冊
海王社,4冊
ブリック出版,1冊
電書バト,2冊
一迅社,15冊
手塚プロダクション,9冊
メディアックス,1冊
株式会社オトコノアジト,1冊
株式会社ディケイド,3冊
NHK出版,1冊
健康マネジメント,1冊
MTEX,1冊
eternal,2冊
"フクモトプロ／highstone, Inc.",20冊
三才ブックス,2冊
BCCKS Distribution,1冊
サークルチェンジ,3冊
ＴＭＥプラス,2冊
コアミックス,11冊
ナンネット,3冊
秋水社ORIGINAL,1冊
小池書院,1冊
ユナイテッド・ブックス,1冊
Kongc Test Pub,1冊
らいとすたっふ,1冊
アイロゴス,1冊
KADOKAWA / アスキー・メディアワークス,2冊
TOブックス,13冊
マイクロマガジン社,2冊
VIZ Media: SHONEN JUMP,1冊
コアマガジン/ホットミルクコミックス,4冊
SCC,1冊
日経ナショナル ジオグラフィック社,1冊
文苑堂,2冊
幻冬舎,5冊
KADOKAWA / エンターブレイン,1冊
激ちゅぱっ,1冊
復刊ドットコム,2冊
コアマガジン/メガストアコミックス,52冊
コミックハウス,8冊
ピンクパイナップル,1冊
白泉社,116冊
文響社,1冊
新潮社,80冊
富士美出版株式会社,13冊
英治出版,1冊
ソルマーレ編集部,5冊
光文社,1冊
鉄人社,8冊
プレジデント社,1冊
KADOKAWA / 角川書店,3冊
スクリーモ,1冊
まみあな出版,1冊
青林堂,1冊
KATTS,3冊
マガジン・マガジン,5冊
Oxford University Press,2冊
forcs,1冊
翔泳社,9冊
小学館,489冊
サン出版,7冊
東洋経済新報社,2冊
HIMEクリピンク,4冊
小学館,489冊
マッグガーデン,30冊
佐藤漫画製作所,17冊
幻冬舎,5冊
三和出版,16冊
光文社,1冊
KADOKAWA,356冊
少年画報社,36冊
双葉社,212冊
新潮社,80冊
日経ナショナル ジオグラフィック社,1冊
ソルマーレ編集部,5冊
ビーグリー,1冊
竹書房,124冊
キルタイムコミュニケーション,3冊
インプレス,2冊
小池書院,1冊
講談社,1024冊
集英社,882冊
コアマガジン/ホットミルクコミックス,4冊
,9冊
マイクロマガジン社,2冊
秋水社ORIGINAL,1冊
角川アスキー総合研究所,2冊
Oxford University Press,2冊
ワニマガジン社,151冊
KADOKAWA / 富士見書房,3冊
KADOKAWA / アスキー・メディアワークス,2冊
復刊ドットコム,2冊
ISSUISHA,2冊
ピンクパイナップル,1冊
ゴマブックス株式会社,7冊
MAX／大洋図書,4冊
すばる舎,2冊
ＴＭＥプラス,2冊
文響社,1冊
たかだ書房,1冊
パンローリング株式会社,1冊
ナンネット,3冊
ワニブックス,5冊
リイド社,29冊
VIZ Media: SHONEN JUMP,1冊
"フクモトプロ／highstone, Inc.",20冊
メディアックス,1冊
クリーク・アンド・リバー社,2冊
東洋経済新報社,2冊
フレックスコミックス,1冊
健康マネジメント,1冊
NHK出版,1冊
松文館,6冊
翔泳社,9冊
電書バト,2冊
コミックハウス,8冊
まみあな出版,1冊
HIMEクリピンク,4冊
青林堂ビジュアル,1冊
日経BP,4冊
サン出版,7冊
扶桑社,4冊
アイロゴス,1冊
株式会社オトコノアジト,1冊
コアマガジン/メガストアコミックス,52冊
若生出版,16冊
DeNA,2冊
ジーウォーク,10冊
クリエイティブエンタテインメント,1冊
株式会社メディアソフト,1冊
ナンバーナイン,1冊
エブリスタ,3冊
実業之日本社,10冊
カゲキヤ出版,8冊
マガジン・マガジン,5冊
海王社,4冊
オークス,1冊
ジーオーティー,15冊
朝日新聞出版,7冊
スクウェア・エニックス,71冊
コアミックス,11冊
楽楽出版,5冊
富士美出版株式会社,13冊
TOブックス,13冊
早川書房,1冊
学研プラス,12冊
文苑堂,2冊
青林堂,1冊
KADOKAWA / エンターブレイン,1冊
日経BP社,3冊
BCCKS Distribution,1冊
ブリック出版,1冊
一迅社,15冊
かんき出版,2冊
MTEX,1冊
-------,12冊
エンジェル出版,46冊
技術評論社,2冊
幻冬舎コミックス,25冊
太田出版,19冊
グループ・ゼロ,7冊
forcs,1冊
芳文社,91冊
SCC,1冊
ぶんか社,7冊
キリブックス,5冊
アース・スター エンターテイメント,5冊
MAX/大洋図書,1冊
英治出版,1冊
白泉社,116冊
クロエ出版/大洋図書,4冊
フランス書院,1冊
鉄人社,8冊
東村ジャパン,5冊
イースト・プレス,6冊
らいとすたっふ,1冊
スクリーモ,1冊
ユナイテッド・ブックス,1冊
日本文芸社,87冊
ヒーローズ,25冊
フューチャーコミックス,5冊
茜新社,9冊
小学館クリエイティブ,1冊
WINGSプロジェクト,1冊
秋田書店,395冊
PHP研究所,1冊
CCCメディアハウス,1冊
大洋図書,2冊
Kongc Test Pub,1冊
手塚プロダクション,9冊
サークルチェンジ,3冊
プレジデント社,1冊
三才ブックス,2冊
激ちゅぱっ,1冊
株式会社ディケイド,3冊
KATTS,3冊
KADOKAWA / 角川書店,3冊
eternal,2冊
WINGSプロジェクト,1冊
KADOKAWA / エンターブレイン,1冊
秋水社ORIGINAL,1冊
エンジェル出版,46冊
フューチャーコミックス,5冊
VIZ Media: SHONEN JUMP,1冊
日経ナショナル ジオグラフィック社,1冊
キルタイムコミュニケーション,3冊
たかだ書房,1冊
サークルチェンジ,3冊
KADOKAWA / 角川書店,3冊
MTEX,1冊
マッグガーデン,30冊
ビーグリー,1冊
大洋図書,2冊
文響社,1冊
少年画報社,36冊
SCC,1冊
松文館,6冊
すばる舎,2冊
ワニマガジン社,151冊
スクウェア・エニックス,71冊
英治出版,1冊
光文社,1冊
コアマガジン/ホットミルクコミックス,4冊
ヒーローズ,25冊
茜新社,9冊
ジーウォーク,10冊
CCCメディアハウス,1冊
激ちゅぱっ,1冊
リイド社,29冊
一迅社,15冊
"フクモトプロ／highstone, Inc.",20冊
らいとすたっふ,1冊
KATTS,3冊
マイクロマガジン社,2冊
文苑堂,2冊
白泉社,116冊
太田出版,19冊
クリーク・アンド・リバー社,2冊
ＴＭＥプラス,2冊
カゲキヤ出版,8冊
プレジデント社,1冊
復刊ドットコム,2冊
KADOKAWA,356冊
幻冬舎コミックス,25冊
株式会社メディアソフト,1冊
ゴマブックス株式会社,7冊
インプレス,2冊
eternal,2冊
集英社,882冊
小学館,489冊
芳文社,91冊
ジーオーティー,15冊
PHP研究所,1冊
BCCKS Distribution,1冊
ナンバーナイン,1冊
早川書房,1冊
三和出版,16冊
キリブックス,5冊
健康マネジメント,1冊
秋田書店,395冊
新潮社,80冊
幻冬舎,5冊
日経BP社,3冊
マガジン・マガジン,5冊
角川アスキー総合研究所,2冊
スクリーモ,1冊
,9冊
日本文芸社,87冊
クロエ出版/大洋図書,4冊
ワニブックス,5冊
コミックハウス,8冊
ピンクパイナップル,1冊
TOブックス,13冊
MAX/大洋図書,1冊
グループ・ゼロ,7冊
パンローリング株式会社,1冊
ブリック出版,1冊
若生出版,16冊
サン出版,7冊
エブリスタ,3冊
forcs,1冊
KADOKAWA / アスキー・メディアワークス,2冊
電書バト,2冊
小学館クリエイティブ,1冊
DeNA,2冊
イースト・プレス,6冊
まみあな出版,1冊
クリエイティブエンタテインメント,1冊
HIMEクリピンク,4冊
小池書院,1冊
NHK出版,1冊
コアマガジン/メガストアコミックス,52冊
楽楽出版,5冊
手塚プロダクション,9冊
扶桑社,4冊
アイロゴス,1冊
かんき出版,2冊
メディアックス,1冊
オークス,1冊
-------,12冊
朝日新聞出版,7冊
ソルマーレ編集部,5冊
実業之日本社,10冊
講談社,1024冊
佐藤漫画製作所,17冊
鉄人社,8冊
ISSUISHA,2冊
東洋経済新報社,2冊
KADOKAWA / 富士見書房,3冊
ナンネット,3冊
Oxford University Press,2冊
ユナイテッド・ブックス,1冊
竹書房,124冊
翔泳社,9冊
富士美出版株式会社,13冊
海王社,4冊
双葉社,212冊
学研プラス,12冊
フランス書院,1冊
青林堂ビジュアル,1冊
Kongc Test Pub,1冊
技術評論社,2冊
フレックスコミックス,1冊
アース・スター エンターテイメント,5冊
株式会社オトコノアジト,1冊
青林堂,1冊
三才ブックス,2冊
コアミックス,11冊
日経BP,4冊
ぶんか社,7冊
株式会社ディケイド,3冊
MAX／大洋図書,4冊
東村ジャパン,5冊
